Department,region,Education,Gender,recruitment_channel,no_of_trainings,Age,previous_year_rating,awards_won,avg_training_score,is_promoted
Legal,region_22,Bachelor's Degree,Male,referred,1,31,1,0,56,1
Technology,region_27,Bachelor's Degree,Male,other,2,32,5,0,78,0
Analytics,region_31,Bachelor's Degree,Male,other,2,41,3,0,83,0
Sales & Marketing,region_15,Bachelor's Degree,Male,other,1,35,5,0,49,0
Operations,region_2,Bachelor's Degree,Female,other,1,59,3,0,59,0
Technology,region_31,Bachelor's Degree,Male,sourcing,1,43,2,0,84,0
Finance,region_14,Bachelor's Degree,Male,other,1,25,0,0,62,0
Sales & Marketing,region_7,PhD,Male,sourcing,1,37,3,0,55,0
Technology,region_8,Master's Degree,Male,other,1,33,3,0,77,0
Technology,region_22,Bachelor's Degree,Female,sourcing,1,23,0,0,78,0
Sales & Marketing,region_16,Bachelor's Degree,Male,sourcing,1,29,5,0,48,1
Sales & Marketing,region_2,Master's Degree,Female,other,1,46,5,0,52,0
Sales & Marketing,region_34,Bachelor's Degree,Male,sourcing,1,36,3,0,49,0
Analytics,region_22,Bachelor's Degree,Male,other,2,29,3,0,84,0
Sales & Marketing,region_11,Bachelor's Degree,Male,sourcing,1,27,5,0,86,1
Analytics,region_32,Bachelor's Degree,Male,other,2,28,5,0,86,0
Sales & Marketing,region_14,Bachelor's Degree,Male,sourcing,1,32,3,0,54,0
Operations,region_2,Master's Degree,Female,sourcing,2,43,3,0,63,0
Analytics,region_27,Bachelor's Degree,Male,other,1,37,4,0,82,0
Operations,region_1,Bachelor's Degree,Male,sourcing,1,32,5,0,60,0
Sales & Marketing,region_7,Bachelor's Degree,Female,sourcing,2,36,3,0,46,0
Operations,region_32,Bachelor's Degree,Male,sourcing,1,37,5,0,56,0
Sales & Marketing,region_26,PhD,Male,other,1,29,3,0,51,0
Sales & Marketing,region_2,Bachelor's Degree,Female,other,1,57,1,1,49,0
Operations,region_27,Bachelor's Degree,Male,other,2,28,0,0,63,0
Technology,region_26,Master's Degree,Male,sourcing,2,34,3,0,78,0
Sales & Marketing,region_7,Bachelor's Degree,Male,other,1,35,5,0,50,0
Sales & Marketing,region_2,Bachelor's Degree,Male,sourcing,1,47,2,0,48,0
Procurement,region_2,Bachelor's Degree,Male,other,1,44,3,0,69,0
Analytics,region_2,Bachelor's Degree,Male,sourcing,1,33,3,0,87,0
Procurement,region_2,Bachelor's Degree,Male,other,1,23,3,0,74,0
Technology,region_22,PhD,Male,other,1,29,1,0,78,0
Sales & Marketing,region_7,Bachelor's Degree,Male,other,1,32,2,0,48,0
Sales & Marketing,region_4,Bachelor's Degree,Male,sourcing,1,32,4,0,43,0
Sales & Marketing,region_2,Bachelor's Degree,Female,other,1,50,4,0,46,0
Operations,region_7,Master's Degree,Female,sourcing,1,43,4,0,70,1
Procurement,region_11,Bachelor's Degree,Male,other,1,33,1,0,65,0
Operations,region_17,Bachelor's Degree,Female,sourcing,1,31,4,0,39,0
Sales & Marketing,region_19,Bachelor's Degree,Male,sourcing,1,32,4,0,49,0
Legal,region_2,Bachelor's Degree,Male,other,1,32,3,0,59,0
HR,region_7,Bachelor's Degree,Male,other,1,27,5,0,87,1
Technology,region_2,Bachelor's Degree,Male,sourcing,3,37,4,0,82,1
Sales & Marketing,region_27,PhD,Male,sourcing,4,29,3,0,53,0
Finance,region_27,Bachelor's Degree,Female,other,1,28,5,0,57,0
Analytics,region_32,Bachelor's Degree,Male,other,1,30,4,0,84,0
Legal,region_7,Bachelor's Degree,Male,other,1,29,0,0,62,0
Sales & Marketing,region_13,Bachelor's Degree,Male,other,1,31,4,0,48,0
Technology,region_9,Bachelor's Degree,Male,other,1,27,4,0,78,0
Legal,region_22,Bachelor's Degree,Male,sourcing,1,31,3,0,62,0
Sales & Marketing,region_6,PhD,Male,sourcing,1,27,3,0,48,0
Analytics,region_22,Bachelor's Degree,Male,other,2,31,5,0,84,0
Sales & Marketing,region_4,Master's Degree,Female,sourcing,1,36,5,0,50,0
Sales & Marketing,region_11,Bachelor's Degree,Male,sourcing,1,44,3,0,55,0
Analytics,region_17,Bachelor's Degree,Male,sourcing,1,29,5,0,81,0
Operations,region_15,Master's Degree,Male,other,1,47,4,0,59,0
Operations,region_2,Bachelor's Degree,Female,sourcing,1,47,4,0,62,0
Operations,region_26,Bachelor's Degree,Male,sourcing,1,32,3,0,39,0
Sales & Marketing,region_2,Bachelor's Degree,Male,other,1,22,2,0,52,0
Sales & Marketing,region_17,Bachelor's Degree,Male,other,1,36,5,0,55,0
Sales & Marketing,region_30,Bachelor's Degree,Male,sourcing,1,33,1,0,51,0
Analytics,region_24,Bachelor's Degree,Male,sourcing,1,33,1,0,82,0
Sales & Marketing,region_32,Bachelor's Degree,Male,other,2,28,3,0,52,0
Sales & Marketing,region_15,Bachelor's Degree,Male,other,1,50,3,0,46,0
Analytics,region_8,Bachelor's Degree,Male,sourcing,1,29,0,0,89,0
Sales & Marketing,region_14,Bachelor's Degree,Male,sourcing,1,28,5,0,50,0
Sales & Marketing,region_9,Bachelor's Degree,Female,sourcing,1,30,3,0,50,0
Operations,region_26,Master's Degree,Female,sourcing,1,46,5,0,60,0
Finance,region_22,Bachelor's Degree,Female,other,1,28,0,0,63,0
Sales & Marketing,region_27,Master's Degree,Male,other,1,35,4,0,48,0
HR,region_2,Bachelor's Degree,Female,referred,1,28,3,0,48,0
Sales & Marketing,region_15,Bachelor's Degree,Male,other,1,44,4,0,50,0
Sales & Marketing,region_2,Bachelor's Degree,Female,other,1,40,3,0,39,0
Finance,region_2,Master's Degree,Male,sourcing,1,34,3,0,53,0
Procurement,region_14,Bachelor's Degree,Female,sourcing,2,33,3,0,70,0
Operations,region_11,Bachelor's Degree,Female,sourcing,1,27,2,0,60,0
Analytics,region_22,Master's Degree,Male,sourcing,3,43,3,0,85,0
Analytics,region_31,Bachelor's Degree,Male,sourcing,2,38,3,0,80,0
Procurement,region_2,High School,Male,other,2,23,0,0,69,0
Operations,region_2,Master's Degree,Male,sourcing,2,46,5,0,60,0
HR,region_2,Bachelor's Degree,Male,referred,1,31,4,0,52,0
Sales & Marketing,region_7,Master's Degree,Male,other,1,47,3,0,39,0
Sales & Marketing,region_2,Bachelor's Degree,Male,sourcing,1,56,3,0,50,0
Technology,region_23,Bachelor's Degree,Male,sourcing,1,32,5,1,76,0
Sales & Marketing,region_22,Bachelor's Degree,Female,other,1,36,5,0,51,0
Technology,region_10,Master's Degree,Male,sourcing,1,30,0,0,84,0
Sales & Marketing,region_11,Bachelor's Degree,Male,sourcing,2,27,1,0,47,0
Operations,region_22,Master's Degree,Female,other,1,56,1,0,60,0
Analytics,region_31,Bachelor's Degree,Male,sourcing,2,30,3,0,84,0
Sales & Marketing,region_7,Bachelor's Degree,Male,sourcing,1,41,5,0,54,0
Analytics,region_23,Bachelor's Degree,Male,other,1,39,5,0,84,0
Operations,region_22,Bachelor's Degree,Female,sourcing,2,29,3,0,60,0
Analytics,region_22,Bachelor's Degree,Male,sourcing,2,29,3,0,84,0
Technology,region_7,Master's Degree,Male,other,1,35,3,0,81,0
Finance,region_22,Bachelor's Degree,Male,sourcing,1,30,2,0,60,0
Finance,region_4,Bachelor's Degree,Male,sourcing,1,32,5,0,60,0
Technology,region_26,Bachelor's Degree,Female,sourcing,1,44,3,0,79,0
Sales & Marketing,region_2,Bachelor's Degree,Female,referred,1,33,5,0,50,1
Operations,region_1,Bachelor's Degree,Female,other,1,29,1,0,39,0
Operations,region_31,Bachelor's Degree,Male,sourcing,1,29,3,0,60,0
Technology,region_14,Bachelor's Degree,Male,other,1,33,1,0,79,0
Sales & Marketing,region_4,Bachelor's Degree,Male,sourcing,1,32,3,0,52,0
Analytics,region_26,Master's Degree,Male,other,1,38,3,0,89,0
Sales & Marketing,region_2,Bachelor's Degree,Male,sourcing,1,33,2,0,48,0
Sales & Marketing,region_2,Bachelor's Degree,Male,sourcing,2,22,0,0,47,0
Sales & Marketing,region_28,PhD,Male,sourcing,1,29,5,0,47,0
Procurement,region_7,Bachelor's Degree,Male,sourcing,4,35,3,0,64,0
Operations,region_22,Bachelor's Degree,Female,sourcing,1,26,3,0,60,0
Sales & Marketing,region_28,Bachelor's Degree,Male,sourcing,1,41,3,0,52,0
Operations,region_8,Bachelor's Degree,Male,other,1,27,4,0,64,0
Operations,region_19,Bachelor's Degree,Female,sourcing,1,30,3,0,39,0
Sales & Marketing,region_22,Bachelor's Degree,Male,sourcing,1,38,3,0,48,0
Analytics,region_15,Master's Degree,Male,other,1,31,1,0,86,0
Technology,region_2,Bachelor's Degree,Female,sourcing,1,53,3,0,76,0
Sales & Marketing,region_22,Bachelor's Degree,Male,sourcing,1,32,5,0,50,0
Sales & Marketing,region_26,Bachelor's Degree,Male,other,1,41,1,0,51,0
Sales & Marketing,region_28,Bachelor's Degree,Male,other,1,27,4,0,48,0
Operations,region_26,Bachelor's Degree,Female,sourcing,1,30,5,0,60,0
Analytics,region_28,Bachelor's Degree,Male,sourcing,3,29,3,0,86,0
Procurement,region_13,Master's Degree,Female,other,1,31,3,0,70,0
Technology,region_2,Master's Degree,Male,sourcing,2,36,3,0,78,0
Technology,region_26,Bachelor's Degree,Female,sourcing,1,30,4,0,76,0
Sales & Marketing,region_9,Bachelor's Degree,Male,sourcing,1,30,4,0,47,0
Sales & Marketing,region_15,Bachelor's Degree,Male,sourcing,1,50,3,0,46,0
Operations,region_23,Bachelor's Degree,Male,other,1,29,4,1,58,0
Analytics,region_5,Bachelor's Degree,Male,other,1,30,3,0,87,0
Sales & Marketing,region_28,Bachelor's Degree,Male,other,1,38,5,0,39,0
Technology,region_21,Bachelor's Degree,Female,other,1,33,5,0,78,0
Operations,region_19,Master's Degree,Female,sourcing,1,35,5,0,59,0
HR,region_27,Bachelor's Degree,Male,other,1,34,2,0,50,0
Technology,region_29,Bachelor's Degree,Male,other,1,31,5,0,76,0
Sales & Marketing,region_5,Bachelor's Degree,Female,other,1,32,3,0,48,0
Procurement,region_31,Bachelor's Degree,Male,other,1,28,2,0,75,0
HR,region_2,Master's Degree,Male,sourcing,1,32,4,0,52,0
HR,region_2,Master's Degree,Male,sourcing,2,50,3,0,49,0
Operations,region_31,Bachelor's Degree,Female,other,1,30,3,0,64,0
HR,region_2,Master's Degree,Male,other,1,56,4,0,50,0
Sales & Marketing,region_16,Bachelor's Degree,Female,other,1,35,1,0,46,0
Finance,region_20,Bachelor's Degree,Male,other,1,30,3,0,58,0
Technology,region_5,Bachelor's Degree,Male,sourcing,1,29,0,0,77,0
Sales & Marketing,region_14,Bachelor's Degree,Male,other,2,27,3,0,51,0
Analytics,region_22,Bachelor's Degree,Female,sourcing,2,30,5,0,87,0
Technology,region_2,Master's Degree,Male,other,1,53,3,0,78,0
Sales & Marketing,region_16,PhD,Male,other,1,24,5,0,48,1
Sales & Marketing,region_31,Bachelor's Degree,Male,other,1,33,3,0,44,0
Procurement,region_8,Bachelor's Degree,Female,sourcing,1,32,3,0,68,0
Sales & Marketing,region_15,Bachelor's Degree,Male,other,1,33,5,0,53,0
Sales & Marketing,region_21,Bachelor's Degree,Male,other,1,28,1,0,51,0
Sales & Marketing,region_7,Master's Degree,Female,other,1,41,4,0,48,0
Sales & Marketing,region_26,Bachelor's Degree,Male,sourcing,1,37,5,0,48,0
Technology,region_22,Master's Degree,Male,other,2,34,3,0,74,0
Sales & Marketing,region_2,PhD,Female,other,1,60,3,0,51,0
Operations,region_29,Bachelor's Degree,Male,other,1,36,4,0,63,0
Procurement,region_29,Master's Degree,Male,other,1,48,4,0,67,0
Technology,region_6,Bachelor's Degree,Female,sourcing,1,35,1,0,80,0
Operations,region_16,Bachelor's Degree,Female,sourcing,1,42,5,0,59,0
Sales & Marketing,region_14,Bachelor's Degree,Male,other,1,31,4,0,54,0
Operations,region_16,Bachelor's Degree,Male,other,1,32,5,0,39,0
Finance,region_4,Bachelor's Degree,Male,other,1,25,3,0,59,0
Operations,region_2,Master's Degree,Male,sourcing,1,45,3,0,57,0
Legal,region_2,High School,Male,sourcing,1,24,5,0,56,0
Sales & Marketing,region_3,Bachelor's Degree,Male,other,1,31,1,0,39,0
Sales & Marketing,region_30,Bachelor's Degree,Male,other,1,28,1,0,48,0
Technology,region_14,Bachelor's Degree,Male,other,1,37,3,0,79,0
Sales & Marketing,region_6,Bachelor's Degree,Male,other,1,39,3,0,52,0
Procurement,region_2,Master's Degree,Male,other,1,49,3,0,75,0
Technology,region_16,Bachelor's Degree,Male,other,1,29,3,0,78,0
Operations,region_6,Bachelor's Degree,Male,other,1,35,3,0,57,0
Sales & Marketing,region_16,Bachelor's Degree,Male,sourcing,1,36,1,0,50,0
Sales & Marketing,region_17,Bachelor's Degree,Male,other,1,34,1,0,51,0
Analytics,region_15,PhD,Male,other,1,29,3,0,89,0
Operations,region_22,Master's Degree,Male,sourcing,1,35,1,0,58,0
Sales & Marketing,region_2,Master's Degree,Male,other,2,33,4,0,52,0
Operations,region_15,Master's Degree,Male,other,1,54,5,0,62,0
Operations,region_22,Master's Degree,Male,sourcing,1,49,2,0,59,0
R&D,region_7,Bachelor's Degree,Male,sourcing,1,29,5,0,82,0
Technology,region_15,Bachelor's Degree,Male,other,1,26,4,0,81,0
Sales & Marketing,region_26,Master's Degree,Male,sourcing,1,35,3,0,49,0
Technology,region_5,Bachelor's Degree,Female,other,1,34,3,0,82,0
Operations,region_11,Bachelor's Degree,Male,sourcing,1,40,5,0,58,0
Legal,region_3,Bachelor's Degree,Male,other,1,30,3,0,57,0
Sales & Marketing,region_2,Bachelor's Degree,Male,other,4,29,3,0,46,0
HR,region_2,Bachelor's Degree,Female,other,1,42,3,0,48,0
Finance,region_32,Bachelor's Degree,Female,other,1,31,4,0,63,0
Sales & Marketing,region_2,Bachelor's Degree,Female,other,2,32,3,0,47,0
Sales & Marketing,region_20,Master's Degree,Male,sourcing,1,40,3,0,49,0
Sales & Marketing,region_9,Bachelor's Degree,Male,sourcing,1,26,2,0,50,0
Sales & Marketing,region_7,Master's Degree,Female,other,1,36,5,0,54,0
Sales & Marketing,region_2,PhD,Male,other,1,50,3,0,51,0
Operations,region_1,Bachelor's Degree,Male,other,1,27,5,0,62,0
Technology,region_13,Bachelor's Degree,Male,other,1,52,3,0,80,0
Sales & Marketing,region_15,Bachelor's Degree,Male,sourcing,1,30,2,0,52,0
Sales & Marketing,region_31,Bachelor's Degree,Female,other,1,34,4,0,47,0
Operations,region_7,High School,Male,sourcing,1,23,4,0,59,0
Procurement,region_15,Master's Degree,Male,other,4,37,3,0,71,0
Sales & Marketing,region_22,Bachelor's Degree,Male,sourcing,2,31,1,0,47,0
Operations,region_31,Bachelor's Degree,Female,other,1,32,4,0,57,0
Procurement,region_2,Master's Degree,Female,other,1,39,3,0,68,0
Sales & Marketing,region_23,PhD,Male,sourcing,1,31,2,0,47,0
Legal,region_7,Master's Degree,Male,sourcing,1,33,5,0,58,0
Analytics,region_22,Bachelor's Degree,Female,other,2,28,4,0,88,1
Legal,region_19,Bachelor's Degree,Male,sourcing,1,31,5,0,59,0
Sales & Marketing,region_2,Bachelor's Degree,Male,other,1,25,0,0,47,0
Sales & Marketing,region_2,Bachelor's Degree,Female,sourcing,1,48,3,0,50,0
Procurement,region_7,Bachelor's Degree,Male,other,1,38,2,0,74,0
Procurement,region_26,Bachelor's Degree,Male,other,1,38,4,0,67,0
Sales & Marketing,region_32,Bachelor's Degree,Male,other,1,29,3,0,53,0
Procurement,region_11,Master's Degree,Female,other,1,38,3,0,66,0
Finance,region_32,Bachelor's Degree,Male,other,1,35,5,0,60,0
Sales & Marketing,region_2,Master's Degree,Female,sourcing,1,35,4,0,53,0
Sales & Marketing,region_11,Bachelor's Degree,Male,other,1,35,2,0,52,0
Technology,region_5,Bachelor's Degree,Male,other,1,23,0,0,77,0
Operations,region_27,Bachelor's Degree,Male,other,1,43,3,0,65,0
Sales & Marketing,region_2,Master's Degree,Male,other,1,35,1,0,50,0
Sales & Marketing,region_13,Bachelor's Degree,Male,sourcing,1,38,1,0,39,0
Operations,region_2,Master's Degree,Male,sourcing,1,56,1,0,54,0
HR,region_11,Bachelor's Degree,Female,other,1,29,0,0,48,0
Sales & Marketing,region_2,Master's Degree,Male,other,1,36,4,0,49,0
Analytics,region_21,Bachelor's Degree,Male,other,1,30,5,0,82,0
Technology,region_7,Bachelor's Degree,Male,sourcing,1,42,5,0,71,1
Technology,region_23,Master's Degree,Female,sourcing,1,34,2,0,81,0
Sales & Marketing,region_2,Bachelor's Degree,Male,other,1,56,5,0,48,0
Sales & Marketing,region_22,Bachelor's Degree,Male,other,1,28,4,0,47,1
Sales & Marketing,region_2,Bachelor's Degree,Female,other,3,30,3,0,50,0
Sales & Marketing,region_25,Bachelor's Degree,Female,other,2,31,1,0,51,0
Technology,region_15,Bachelor's Degree,Male,other,1,24,4,0,77,0
Procurement,region_21,Bachelor's Degree,Male,other,1,30,5,0,70,0
Operations,region_5,Bachelor's Degree,Female,other,1,31,5,0,72,1
Analytics,region_22,PhD,Male,sourcing,1,29,1,0,84,0
Sales & Marketing,region_22,Master's Degree,Male,sourcing,1,43,5,0,52,0
Sales & Marketing,region_2,Bachelor's Degree,Female,other,1,38,3,0,50,0
HR,region_2,Master's Degree,Male,sourcing,1,36,3,0,46,0
Operations,region_22,Bachelor's Degree,Male,other,1,30,3,0,60,0
Sales & Marketing,region_9,Bachelor's Degree,Male,other,2,25,1,0,47,0
Procurement,region_2,Bachelor's Degree,Female,sourcing,1,38,4,0,65,0
Operations,region_4,Bachelor's Degree,Male,other,1,30,0,0,39,0
Technology,region_2,Bachelor's Degree,Male,other,1,34,5,0,79,0
Analytics,region_1,Bachelor's Degree,Male,other,1,25,4,0,86,0
Procurement,region_2,Bachelor's Degree,Male,sourcing,1,41,5,0,87,1
Technology,region_23,Bachelor's Degree,Male,other,1,35,4,0,83,1
Sales & Marketing,region_13,Bachelor's Degree,Male,other,1,52,3,0,52,0
Sales & Marketing,region_27,Bachelor's Degree,Male,sourcing,1,38,5,0,49,0
Operations,region_2,Bachelor's Degree,Female,sourcing,1,55,3,0,64,0
Technology,region_2,Bachelor's Degree,Female,sourcing,1,30,4,0,80,0
Sales & Marketing,region_31,Master's Degree,Male,other,1,33,4,0,50,0
Sales & Marketing,region_10,Master's Degree,Male,sourcing,1,29,0,0,51,0
Operations,region_31,Bachelor's Degree,Male,sourcing,1,32,3,0,58,0
Procurement,region_7,Bachelor's Degree,Male,sourcing,2,32,3,0,74,0
Operations,region_27,Bachelor's Degree,Female,sourcing,1,37,1,0,55,0
Sales & Marketing,region_7,Master's Degree,Male,other,1,46,1,0,48,0
Technology,region_2,Master's Degree,Male,sourcing,4,54,3,0,79,0
Procurement,region_17,Master's Degree,Female,other,1,37,3,0,71,0
Analytics,region_2,PhD,Male,sourcing,1,32,1,0,83,0
Technology,region_1,Master's Degree,Female,sourcing,1,30,2,0,75,0
Operations,region_28,Bachelor's Degree,Male,other,1,33,3,0,60,0
Operations,region_7,Master's Degree,Female,other,1,36,5,0,59,0
Legal,region_2,Master's Degree,Female,sourcing,1,45,1,0,59,0
Procurement,region_17,Master's Degree,Female,sourcing,1,43,3,0,69,0
Sales & Marketing,region_5,Bachelor's Degree,Male,other,1,26,1,0,53,0
Procurement,region_17,Master's Degree,Female,other,1,38,3,0,69,0
Sales & Marketing,region_2,Bachelor's Degree,Male,sourcing,1,37,4,0,46,1
Technology,region_2,PhD,Male,sourcing,2,28,3,0,81,0
Sales & Marketing,region_28,Bachelor's Degree,Male,other,1,28,4,0,50,0
Operations,region_2,High School,Male,sourcing,1,25,3,0,55,0
R&D,region_22,Master's Degree,Male,sourcing,2,36,4,0,85,0
Operations,region_31,Bachelor's Degree,Male,other,1,32,5,0,53,0
Finance,region_7,Master's Degree,Male,other,1,35,3,0,60,0
Legal,region_7,Bachelor's Degree,Male,other,1,35,1,0,58,0
Operations,region_31,Bachelor's Degree,Female,sourcing,1,28,5,0,63,0
Procurement,region_4,Bachelor's Degree,Female,sourcing,1,28,3,0,68,0
Procurement,region_13,Bachelor's Degree,Female,other,1,29,3,0,65,0
Operations,region_30,Bachelor's Degree,Female,other,1,32,5,0,70,1
Sales & Marketing,region_15,Bachelor's Degree,Male,sourcing,1,29,5,0,57,0
Sales & Marketing,region_22,PhD,Male,other,1,30,3,0,50,1
Procurement,region_15,Master's Degree,Female,other,1,40,4,0,68,0
Operations,region_4,Bachelor's Degree,Male,other,1,33,4,0,64,0
Sales & Marketing,region_11,Bachelor's Degree,Male,sourcing,1,29,4,0,46,0
Finance,region_7,Bachelor's Degree,Female,other,1,30,3,0,59,0
Sales & Marketing,region_2,PhD,Male,other,2,23,0,0,51,0
Analytics,region_31,Bachelor's Degree,Male,sourcing,2,43,5,0,83,0
Operations,region_19,Bachelor's Degree,Female,sourcing,1,33,5,0,58,0
Finance,region_22,Bachelor's Degree,Male,sourcing,1,46,5,0,60,0
HR,region_32,Bachelor's Degree,Male,other,1,30,2,0,56,0
Analytics,region_26,Bachelor's Degree,Male,sourcing,1,37,2,0,84,0
Sales & Marketing,region_25,Master's Degree,Male,other,1,38,5,0,48,0
Operations,region_10,Master's Degree,Male,sourcing,1,35,5,0,67,1
Operations,region_12,Bachelor's Degree,Female,sourcing,1,31,4,0,62,0
Technology,region_7,Master's Degree,Female,sourcing,1,52,4,0,77,0
Sales & Marketing,region_4,Master's Degree,Female,other,1,34,3,0,65,1
Sales & Marketing,region_11,Bachelor's Degree,Male,other,1,29,0,0,48,0
Procurement,region_13,Bachelor's Degree,Male,other,1,32,3,0,72,0
Sales & Marketing,region_22,PhD,Male,other,1,26,4,0,51,0
Sales & Marketing,region_28,Master's Degree,Female,other,1,37,5,1,47,0
Sales & Marketing,region_32,Bachelor's Degree,Male,other,1,30,4,0,52,0
Technology,region_16,Master's Degree,Female,other,1,40,4,0,78,0
Finance,region_26,Master's Degree,Male,sourcing,1,35,1,0,39,0
Technology,region_26,Bachelor's Degree,Female,sourcing,1,30,3,0,77,0
