Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,,,
34,Male,Master's Degree,Back end Developer,8,140000,Canada,White,,,
46,Male,PhD,Software Engineer Manager,16,185000,Canada,White,,,
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000,Canada,Asian,,,
30,Female,Master's Degree,Front end Developer,5,105000,UK,Asian,,,
50,Male,PhD,Senior Project Engineer,19,200000,Canada,Asian,,,
30,Male,Bachelor's Degree,Back end Developer,5,100000,China,White,,,
42,Male,Master's Degree,Software Engineer Manager,13,170000,USA,African American,,,
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000,Canada,Black,,,
45,Male,PhD,Senior Project Engineer,16,185000,UK,Mixed,,,
29,Female,Bachelor's Degree,Front end Developer,4,90000,Canada,Black,,,
39,Female,Master's Degree,Software Engineer Manager,12,160000,USA,Asian,,,
27,Male,Bachelor's Degree,Back end Developer,3,80000,USA,African American,,,
49,Male,PhD,Senior Project Engineer,17,195000,Australia,White,,,
32,Female,Master's Degree,Full Stack Engineer,6,115000,USA,African American,,,
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000,Canada,Black,,,
27,Male,Bachelor's Degree,Front end Developer,2,65000,USA,White,,,
43,Female,PhD,Senior Project Engineer,14,190000,China,Korean,,,
34,Male,Master's Degree,Back end Developer,8,140000,USA,Hispanic,,,
46,Male,PhD,Software Engineer Manager,16,185000,Canada,Black,,,
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000,Canada,Asian,,,
30,Female,Master's Degree,Front end Developer,5,105000,Canada,White,,,
50,Male,PhD,Senior Project Engineer,19,200000,Canada,White,,,
30,Male,Bachelor's Degree,Back end Developer,5,100000,USA,Hispanic,,,
42,Male,Master's Degree,Software Engineer Manager,13,170000,USA,Asian,,,
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000,China,Chinese,,,
45,Male,PhD,Senior Project Engineer,16,185000,China,Korean,,,
29,Female,Bachelor's Degree,Front end Developer,4,90000,UK,White,,,
39,Female,Master's Degree,Software Engineer Manager,12,160000,China,Chinese,,,
27,Male,Bachelor's Degree,Back end Developer,3,80000,UK,White,,,
49,Male,PhD,Senior Project Engineer,17,195000,UK,Welsh,,,
32,Female,Master's Degree,Full Stack Engineer,6,115000,USA,African American,,,
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000,UK,Mixed,,,
27,Male,Bachelor's Degree,Front end Developer,2,65000,China,White,,,
43,Female,PhD,Senior Project Engineer,14,190000,USA,African American,,,
34,Male,Master's Degree,Back end Developer,8,140000,USA,White,,,
46,Male,PhD,Software Engineer Manager,16,185000,Canada,Asian,,,
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000,USA,Hispanic,,,
30,Female,Master's Degree,Front end Developer,5,105000,UK,Asian,,,
50,Male,PhD,Senior Project Engineer,19,200000,USA,White,,,
30,Male,Bachelor's Degree,Back end Developer,5,100000,China,Korean,,,
42,Male,Master's Degree,Software Engineer Manager,13,170000,Australia,Australian,,,
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000,China,Chinese,,,
45,Male,PhD,Senior Project Engineer,16,185000,Canada,Black,,,
29,Female,Bachelor's Degree,Front end Developer,4,90000,UK,Asian,,,
39,Female,Master's Degree,Software Engineer Manager,12,160000,China,White,,,
27,Male,Bachelor's Degree,Back end Developer,3,80000,Australia,White,,,
49,Male,PhD,Senior Project Engineer,17,195000,UK,Asian,,,
32,Female,Master's Degree,Full Stack Engineer,6,115000,Canada,Asian,,,
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000,UK,Mixed,,,
27,Male,Bachelor's Degree,Front end Developer,2,65000,UK,Mixed,,,
43,Female,PhD,Senior Project Engineer,14,190000,Australia,Australian,,,
34,Male,Master's Degree,Back end Developer,8,140000,Canada,White,,,
46,Male,PhD,Software Engineer Manager,16,185000,USA,White,,,
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000,Canada,Asian,,,
30,Female,Master's Degree,Front end Developer,5,105000,Canada,White,,,
50,Male,PhD,Senior Project Engineer,19,200000,USA,Hispanic,,,
30,Male,Bachelor's Degree,Back end Developer,5,100000,Australia,White,,,
42,Male,Master's Degree,Software Engineer Manager,13,170000,Canada,Black,,,
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000,Australia,Australian,,,
45,Male,PhD,Senior Project Engineer,16,185000,Australia,Asian,,,
29,Female,Bachelor's Degree,Front end Developer,4,90000,UK,Asian,,,
39,Female,Master's Degree,Software Engineer Manager,12,160000,UK,Asian,,,
27,Male,Bachelor's Degree,Back end Developer,3,80000,China,Chinese,,,
49,Male,PhD,Senior Project Engineer,17,195000,USA,African American,,,
32,Female,Master's Degree,Full Stack Engineer,6,115000,Australia,Asian,,,
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000,China,Korean,,,
27,Male,Bachelor's Degree,Front end Developer,2,65000,Australia,Asian,,,
43,Female,PhD,Senior Project Engineer,14,190000,UK,White,,,
34,Male,Master's Degree,Back end Developer,8,140000,USA,Asian,,,
46,Male,PhD,Software Engineer Manager,16,185000,Australia,White,,,
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000,Canada,Black,,,
30,Female,Master's Degree,Front end Developer,5,105000,Australia,Asian,,,
50,Male,PhD,Senior Project Engineer,19,200000,Canada,Asian,,,
30,Male,Bachelor's Degree,Back end Developer,5,100000,Canada,White,,,
42,Male,Master's Degree,Software Engineer Manager,13,170000,UK,White,,,
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000,Australia,White,,,
45,Male,PhD,Senior Project Engineer,16,185000,UK,Mixed,,,
29,Female,Bachelor's Degree,Front end Developer,4,90000,China,Korean,,,
27,Male,,Developer,7,100000,UK,White,,,
31,Female,Bachelor's Degree,Front end Developer,6,110000,China,Chinese,,,
37,Male,Master's Degree,Software Engineer Manager,10,150000,Canada,Black,,,
27,Male,Bachelor's Degree,Back end Developer,3,80000,USA,Hispanic,,,
50,Male,PhD,Senior Project Engineer,18,195000,Australia,White,,,
32,Female,Master's Degree,Full Stack Engineer,6,115000,USA,White,,,
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000,China,Korean,,,
27,Male,Bachelor's Degree,Front end Developer,2,65000,USA,Hispanic,,,
43,Female,PhD,Senior Project Engineer,14,190000,USA,African American,,,
34,Male,Master's Degree,Back end Developer,8,140000,UK,Welsh,,,
46,Male,PhD,Software Engineer Manager,16,185000,China,Korean,,,
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000,Canada,Black,,,
30,Female,Master's Degree,Front end Developer,5,105000,Canada,White,,,
50,Male,PhD,Senior Project Engineer,19,200000,Australia,White,,,
30,Male,Bachelor's Degree,Back end Developer,5,100000,Canada,Black,,,
42,Male,Master's Degree,Software Engineer Manager,13,170000,Canada,Black,,,
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000,Canada,Black,,,
45,Male,PhD,Senior Project Engineer,16,185000,USA,White,,,
29,Female,Bachelor's Degree,Front end Developer,4,90000,USA,Asian,,,
39,Female,Master's Degree,Software Engineer Manager,12,160000,Australia,Asian,,,
27,Male,Bachelor's Degree,Back end Developer,3,80000,China,Korean,,,
49,Male,PhD,Senior Project Engineer,17,195000,Australia,Asian,,,
32,Female,Master's Degree,Full Stack Engineer,6,115000,USA,African American,,,
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000,China,Chinese,,,
27,Male,Bachelor's Degree,Front end Developer,2,65000,China,White,,,
43,Female,PhD,Senior Project Engineer,14,190000,USA,Asian,,,
34,Male,Master's Degree,Back end Developer,8,140000,UK,Asian,,,
46,Male,PhD,Software Engineer Manager,16,185000,UK,Mixed,,,
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000,China,Chinese,,,
30,Female,Master's Degree,Front end Developer,5,105000,UK,White,,,
50,Male,PhD,Senior Project Engineer,19,200000,UK,Asian,,,
30,Male,Bachelor's Degree,Back end Developer,5,100000,China,White,,,
42,Male,Master's Degree,Software Engineer Manager,13,170000,USA,White,,,
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000,UK,Welsh,,,
45,Male,PhD,Senior Project Engineer,16,185000,Australia,White,,,
29,Female,Bachelor's Degree,Front end Developer,4,90000,China,White,,,
39,Female,Master's Degree,Software Engineer Manager,12,160000,USA,African American,,,
27,Male,Bachelor's Degree,Back end Developer,3,80000,USA,Hispanic,,,
49,Male,PhD,Senior Project Engineer,17,195000,Canada,Black,,,
32,Female,Master's Degree,Full Stack Engineer,6,115000,USA,African American,,,
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000,Australia,Asian,,,
27,Male,Bachelor's Degree,Front end Developer,2,65000,China,White,,,
43,Female,PhD,Senior Project Engineer,14,190000,Australia,White,,,
34,Male,Master's Degree,Back end Developer,8,140000,UK,Welsh,,,
46,Male,PhD,Software Engineer Manager,16,185000,China,Korean,,,
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000,China,White,,,
30,Female,Master's Degree,Front end Developer,5,105000,USA,African American,,,
50,Male,PhD,Senior Project Engineer,19,200000,Canada,White,,,
30,Male,Bachelor's Degree,Back end Developer,5,100000,USA,Asian,,,
42,Male,Master's Degree,Software Engineer Manager,13,170000,Australia,Asian,,,
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000,Australia,Asian,,,
45,Male,PhD,Senior Project Engineer,16,185000,Canada,Asian,,,
29,Female,Bachelor's Degree,Front end Developer,4,90000,USA,White,,,
39,Female,Master's Degree,Software Engineer Manager,12,160000,Australia,Asian,,,
27,Male,Bachelor's Degree,Back end Developer,3,80000,Australia,Australian,,,
49,Male,PhD,Senior Project Engineer,17,195000,USA,African American,,,
32,Female,Master's Degree,Full Stack Engineer,6,115000,UK,Mixed,,,
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000,Australia,White,,,
27,Male,Bachelor's Degree,Front end Developer,2,65000,Canada,Asian,,,
43,Female,PhD,Senior Project Engineer,14,190000,Australia,White,,,
34,Male,Master's Degree,Back end Developer,8,140000,Canada,Black,,,
46,Male,PhD,Software Engineer Manager,16,185000,China,Chinese,,,
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000,USA,Hispanic,,,
30,Female,Master's Degree,Front end Developer,5,105000,China,White,,,
50,Male,PhD,Senior Project Engineer,19,200000,Canada,Asian,,,
30,Male,Bachelor's Degree,Back end Developer,5,100000,China,Chinese,,,
42,Male,Master's Degree,Software Engineer Manager,13,170000,Canada,Asian,,,
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000,China,Korean,,,
45,Male,PhD,Senior Project Engineer,16,185000,Canada,White,,,
29,Female,Bachelor's Degree,Front end Developer,4,90000,Canada,White,,,
39,Female,Master's Degree,Software Engineer Manager,12,160000,UK,Welsh,,,
27,Male,Bachelor's Degree,Back end Developer,3,80000,USA,African American,,,
49,Male,PhD,Senior Project Engineer,17,195000,UK,Asian,,,
32,Female,Master's Degree,Full Stack Engineer,6,115000,China,Korean,,,
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000,USA,African American,,,
27,Male,Bachelor's Degree,Front end Developer,2,65000,USA,African American,,,
43,Female,PhD,Senior Project Engineer,14,190000,China,White,,,
34,Male,Master's Degree,Back end Developer,8,140000,USA,African American,,,
46,Male,PhD,Software Engineer Manager,16,185000,Australia,Asian,,,
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000,Canada,White,,,
30,Female,Master's Degree,Front end Developer,5,105000,China,Chinese,,,
50,Male,PhD,Senior Project Engineer,19,200000,Australia,White,,,
30,Male,Bachelor's Degree,Back end Developer,5,100000,Australia,Asian,,,
42,Male,Master's Degree,Software Engineer Manager,13,170000,Canada,Asian,,,
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000,UK,White,,,
45,Male,PhD,Senior Project Engineer,16,185000,Australia,Asian,,,
29,Female,Bachelor's Degree,Front end Developer,4,90000,UK,White,,,
39,Female,Master's Degree,Software Engineer Manager,12,160000,Australia,White,,,
27,Male,Bachelor's Degree,Back end Developer,3,80000,China,White,,,
49,Male,PhD,Senior Project Engineer,17,195000,China,White,,,
32,Female,Master's Degree,Full Stack Engineer,6,115000,Australia,White,,,
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000,Australia,White,,,
27,Male,Bachelor's Degree,Front end Developer,2,65000,Canada,Black,,,
43,Female,PhD,Senior Project Engineer,14,190000,China,Chinese,,,
34,Male,Master's Degree,Back end Developer,8,140000,USA,Asian,,,
46,Male,PhD,Software Engineer Manager,16,185000,China,Chinese,,,
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000,Australia,Asian,,,
30,Female,Master's Degree,Front end Developer,5,105000,China,White,,,
50,Male,PhD,Senior Project Engineer,19,200000,Australia,White,,,
30,Male,Bachelor's Degree,Back end Developer,5,100000,UK,White,,,
42,Male,Master's Degree,Software Engineer Manager,13,170000,Australia,White,,,
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000,Canada,Black,,,
45,Male,PhD,Senior Project Engineer,16,185000,UK,Asian,,,
29,Female,Bachelor's Degree,Front end Developer,4,90000,China,Chinese,,,
39,Female,Master's Degree,Software Engineer Manager,12,160000,Australia,Australian,,,
27,Male,Bachelor's Degree,Back end Developer,3,80000,Australia,White,,,
49,Male,PhD,Senior Project Engineer,17,195000,China,Korean,,,
32,Female,Master's Degree,Full Stack Engineer,6,115000,China,White,,,
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000,USA,African American,,,
27,Male,Bachelor's Degree,Front end Developer,2,65000,China,White,,,
43,Female,PhD,Senior Project Engineer,14,190000,USA,African American,,,
34,Male,Master's Degree,Back end Developer,8,140000,Canada,White,,,
46,Male,PhD,Software Engineer Manager,16,185000,Australia,White,,,
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000,UK,Asian,,,
30,Female,Master's Degree,Front end Developer,5,105000,Australia,Australian,,,
50,Male,PhD,Senior Project Engineer,19,200000,Canada,Black,,,
30,Male,Bachelor's Degree,Back end Developer,5,100000,Canada,Asian,,,
42,Male,Master's Degree,Software Engineer Manager,13,170000,Canada,White,,,
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000,Australia,White,,,
45,Male,PhD,Senior Project Engineer,16,185000,UK,White,,,
29,Female,Bachelor's Degree,Front end Developer,4,90000,Australia,White,,,
31,Male,Master's Degree,Software Engineer Manager,8,130000,Canada,Black,,,
27,Male,Bachelor's Degree,Back end Developer,3,80000,Australia,Asian,,,
43,Male,PhD,Senior Project Engineer,15,180000,Canada,White,,,
35,Female,Master's Degree,Full Stack Engineer,8,140000,Australia,Australian,,,
42,Male,Bachelor's Degree,Software Engineer Manager,12,160000,UK,Mixed,,,
28,Female,Bachelor's Degree,Front end Developer,2,55000,UK,Mixed,,,
44,Female,PhD,Senior Project Engineer,16,190000,USA,African American,,,
32,Male,Master's Degree,Back end Developer,7,120000,China,White,,,
48,Male,PhD,Software Engineer Manager,18,200000,UK,White,,,
30,Female,Bachelor's Degree,Full Stack Engineer,5,100000,China,Chinese,,,
34,Male,Master's Degree,Front end Developer,9,150000,China,White,,,
37,Female,Bachelor's Degree,Software Engineer Manager,11,170000,USA,Asian,,,
26,Male,Bachelor's Degree,Back end Developer,2,65000,Canada,Asian,,,
49,Female,PhD,Senior Project Engineer,19,210000,China,Chinese,,,
29,Male,Bachelor's Degree,Full Stack Engineer,4,90000,UK,Welsh,,,
41,Male,Master's Degree,Software Engineer Manager,14,180000,USA,Asian,,,
31,Female,Bachelor's Degree,Front end Developer,6,110000,USA,Asian,,,
37,Male,Master's Degree,Software Engineer Manager,10,150000,Australia,Australian,,,
27,Male,Bachelor's Degree,Back end Developer,3,80000,Australia,Asian,,,
50,Male,PhD,Senior Project Engineer,18,195000,UK,Asian,,,
32,Female,Master's Degree,Full Stack Engineer,6,115000,Australia,White,,,
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000,USA,Asian,,,
27,Male,Bachelor's Degree,Front end Developer,2,65000,Australia,Australian,,,
43,Female,PhD,Senior Project Engineer,14,190000,UK,Asian,,,
34,Male,Master's Degree,Back end Developer,8,140000,Australia,White,,,
46,Male,PhD,Software Engineer Manager,16,185000,USA,Hispanic,,,
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000,USA,Asian,,,
30,Female,Master's Degree,Front end Developer,5,105000,Canada,Asian,,,
50,Male,PhD,Senior Project Engineer,19,200000,Australia,Australian,,,
30,Male,Bachelor's Degree,Back end Developer,5,100000,China,Korean,,,
42,Male,Master's Degree,Software Engineer Manager,13,170000,Australia,Asian,,,
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000,China,Chinese,,,
45,Male,PhD,Senior Project Engineer,16,185000,Canada,White,,,
29,Female,Bachelor's Degree,Front end Developer,4,90000,China,Korean,,,
39,Female,Master's Degree,Software Engineer Manager,12,160000,Australia,Asian,,,
27,Male,Bachelor's Degree,Back end Developer,3,80000,UK,White,,,
49,Male,PhD,Senior Project Engineer,17,195000,UK,Asian,,,
32,Female,Master's Degree,Full Stack Engineer,6,115000,Canada,Asian,,,
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000,Canada,Asian,,,
27,Male,Bachelor's Degree,Front end Developer,2,65000,China,Chinese,,,
43,Female,PhD,Senior Project Engineer,14,190000,UK,Mixed,,,
34,Male,Master's Degree,Back end Developer,8,140000,Canada,White,,,
46,Male,PhD,Software Engineer Manager,16,185000,China,Korean,,,
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000,Australia,Australian,,,
30,Female,Master's Degree,Front end Developer,5,105000,Canada,Asian,,,
50,Male,PhD,Senior Project Engineer,19,200000,Canada,White,,,
30,Male,Bachelor's Degree,Back end Developer,5,100000,USA,Asian,,,
42,Male,Master's Degree,Software Engineer Manager,13,170000,Canada,Asian,,,
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000,Australia,Australian,,,
45,Male,PhD,Senior Project Engineer,16,185000,UK,Asian,,,
